"","X.15","LineNumber1","X","SatelliteNumber1","Classification","X.1","ID1","ID2","ID3","X.2","EpochYear","EpochDay","X.3","FirstTimeDerivative","X.4","SecondTimeDerivative","X.5","BSTAR","X.6","Ephemeris","X.7","ElementSetNumber","Checksum1","LineNumber2","X.8","SatelliteNumber2","X.9","Inclination","X.10","RightAscension","X.11","Eccentricity","X.12","Perigee","X.13","MeanAnomaly","X.14","MeanMotion","Revolution","Checksum2","satname","altitude","mark"
"9777",11379,1,NA,35242,"U",NA,99,25,"DRA",NA,19,94.24221,NA,3.25e-06,NA," 00000-0",NA," 45176-3",NA,0,NA,999,2,2,NA,35242,NA,100.0962,NA,100.6446,NA,317505,NA,59.9212,NA,358.3193,NA,13.46443,53817,0,"FENGYUN 1C DEB",1092.358,"0"
"9778",11917,1,NA,36152,"U",NA,99,25,"DRZ",NA,19,86.33678,NA,4.69e-06,NA,"0",NA,"29541",NA,0,NA,999,9,2,NA,36152,NA,98.9456,NA,129.7515,NA,59629,NA,304.032,NA,55.5195,NA,14.08381,59766,0,"FENGYUN 1C DEB",871.906,"0"
"9779",11921,1,NA,36156,"U",NA,99,25,"DSD",NA,19,91.99469,NA,6.26e-06,NA,"0",NA,"26452",NA,0,NA,999,4,2,NA,36156,NA,98.7787,NA,158.4302,NA,50555,NA,51.8608,NA,73.7329,NA,14.2839,54004,0,"FENGYUN 1C DEB",804.1068,"0"
"9780",11931,1,NA,36180,"U",NA,99,25,"DTD",NA,19,94.15799,NA,2.52e-06,NA," 00000-0",NA," 12235-3",NA,0,NA,999,9,2,NA,36180,NA,98.4248,NA,237.0906,NA,229991,NA,230.7221,NA,127.3353,NA,14.13416,57675,0,"FENGYUN 1C DEB",854.697,"0"
"9781",11946,1,NA,36204,"U",NA,99,25,"DUD",NA,19,82.94538,NA,6.2e-06,NA,"0",NA,"29971",NA,0,NA,999,7,2,NA,36204,NA,99.2846,NA,352.8223,NA,23104,NA,338.0983,NA,21.9204,NA,14.22395,59557,0,"FENGYUN 1C DEB",824.2554,"0"
"9782",11956,1,NA,36226,"U",NA,99,25,"DVB",NA,19,89.32222,NA,1.89e-06,NA,"0",NA,"14883",NA,0,NA,999,3,2,NA,36226,NA,98.6495,NA,215.4692,NA,107843,NA,57.0213,NA,304.1264,NA,13.99812,54247,0,"FENGYUN 1C DEB",901.4364,"0"
"9783",11957,1,NA,36228,"U",NA,99,25,"DVD",NA,19,94.20692,NA,9.93e-06,NA," 00000-0",NA," 28348-3",NA,0,NA,999,3,2,NA,36228,NA,99.321,NA,94.4563,NA,132075,NA,134.5392,NA,226.6674,NA,14.42761,54535,0,"FENGYUN 1C DEB",756.3826,"0"
"9784",11963,1,NA,36236,"U",NA,99,25,"DVM",NA,19,83.18211,NA,3.3e-07,NA,"0",NA,"63701",NA,0,NA,999,8,2,NA,36236,NA,98.8862,NA,223.5536,NA,153428,NA,103.1686,NA,258.6637,NA,13.8031,53386,0,"FENGYUN 1C DEB",969.7762,"0"
"9785",11964,1,NA,36237,"U",NA,99,25,"DVN",NA,19,90.99299,NA,1.91e-05,NA,"0",NA,"36331",NA,0,NA,999,9,2,NA,36237,NA,98.9189,NA,2.0173,NA,60379,NA,90.6519,NA,270.16,NA,14.6435,54775,0,"FENGYUN 1C DEB",686.1551,"0"
"9786",11966,1,NA,36241,"U",NA,99,25,"DVS",NA,19,93.72141,NA,2.52e-05,NA,"0",NA,"14827",NA,0,NA,999,4,2,NA,36241,NA,98.3395,NA,267.7911,NA,176945,NA,233.6361,NA,124.8422,NA,15.00474,54740,0,"FENGYUN 1C DEB",572.4299,"0"
"9787",11988,1,NA,36278,"U",NA,99,25,"DXF",NA,19,86.25221,NA,1.11e-06,NA,"0",NA,"82556",NA,0,NA,999,2,2,NA,36278,NA,99.2686,NA,254.9083,NA,63201,NA,350.7286,NA,9.2714,NA,14.13774,59003,0,"FENGYUN 1C DEB",853.4765,"0"
"9788",12185,1,NA,36661,"U",NA,99,25,"DYF",NA,19,79.89973,NA,8.49e-06,NA,"0",NA,"42142",NA,0,NA,999,9,2,NA,36661,NA,98.9758,NA,122.2791,NA,24516,NA,183.5744,NA,302.1187,NA,14.19747,53187,0,"FENGYUN 1C DEB",833.1989,"0"
"9789",12198,1,NA,36682,"U",NA,99,25,"DZC",NA,19,94.44999,NA,3.14e-06,NA," 00000-0",NA," 36300-3",NA,0,NA,999,0,2,NA,36682,NA,98.4361,NA,273.3002,NA,247368,NA,275.8086,NA,81.4911,NA,13.63385,49136,0,"FENGYUN 1C DEB",1030.401,"0"
"9790",12211,1,NA,36699,"U",NA,99,25,"DZV",NA,19,94.32389,NA,8.2e-07,NA," 00000-0",NA," 54783-4",NA,0,NA,999,5,2,NA,36699,NA,98.6447,NA,125.2892,NA,98548,NA,28.7204,NA,331.9351,NA,14.21267,51533,0,"FENGYUN 1C DEB",828.0602,"0"
"9791",12218,1,NA,36710,"U",NA,99,25,"EAG",NA,19,84.94255,NA,5.31e-06,NA,"0",NA,"20757",NA,0,NA,999,8,2,NA,36710,NA,98.61,NA,142.962,NA,86425,NA,288.844,NA,70.3386,NA,14.31584,55153,0,"FENGYUN 1C DEB",793.4316,"0"
"9792",12228,1,NA,36730,"U",NA,99,25,"EBC",NA,19,94.42746,NA,1.21e-05,NA," 00000-0",NA," 38070-3",NA,0,NA,999,2,2,NA,36730,NA,99.6612,NA,260.9697,NA,34885,NA,281.4515,NA,106.9175,NA,14.42323,50051,0,"FENGYUN 1C DEB",757.8243,"0"
"9793",12230,1,NA,36732,"U",NA,99,25,"EBE",NA,19,93.14016,NA,1.31e-05,NA,"0",NA,"13801",NA,0,NA,999,6,2,NA,36732,NA,98.9609,NA,223.3607,NA,145604,NA,208.3898,NA,150.9325,NA,14.84093,55169,0,"FENGYUN 1C DEB",623.4283,"0"
"9794",12231,1,NA,36733,"U",NA,99,25,"EBF",NA,19,88.27939,NA,3.42e-06,NA,"0",NA,"27114",NA,0,NA,999,6,2,NA,36733,NA,99.2006,NA,24.6005,NA,158211,NA,335.7877,NA,23.5904,NA,13.92569,48378,0,"FENGYUN 1C DEB",926.6285,"0"
"9795",12235,1,NA,36738,"U",NA,99,25,"EBL",NA,19,80.08473,NA,1.31e-05,NA,"0",NA,"47356",NA,0,NA,999,7,2,NA,36738,NA,100.7933,NA,33.3972,NA,38810,NA,321.0701,NA,38.7683,NA,14.35314,57227,0,"FENGYUN 1C DEB",781.0146,"0"
"9796",12334,1,NA,37036,"U",NA,99,25,"EDU",NA,19,93.10565,NA,-1.34e-06,NA," 00000-0",NA,"-56500",NA,0,NA,999,7,2,NA,37036,NA,98.8946,NA,147.1869,NA,129858,NA,41.3365,NA,319.7541,NA,14.0106,58596,0,"FENGYUN 1C DEB",897.1162,"0"
"9797",12345,1,NA,37053,"U",NA,99,25,"EEM",NA,19,77.9653,NA,5.05e-06,NA,"0",NA,"19690",NA,0,NA,999,4,2,NA,37053,NA,99.1342,NA,345.6925,NA,57756,NA,178.6615,NA,242.2671,NA,14.33412,52827,0,"FENGYUN 1C DEB",787.3393,"0"
"9798",12517,1,NA,37402,"U",NA,99,25,"EFU",NA,19,92.98138,NA,1.73e-05,NA,"0",NA,"42234",NA,0,NA,999,8,2,NA,37402,NA,99.3563,NA,158.0342,NA,25830,NA,38.7915,NA,321.5126,NA,14.53844,28558,0,"FENGYUN 1C DEB",720.1126,"0"
"9799",12519,1,NA,37404,"U",NA,99,25,"EFW",NA,19,94.35288,NA,2.97e-06,NA," 00000-0",NA," 14628-3",NA,0,NA,999,2,2,NA,37404,NA,98.622,NA,134.1776,NA,49967,NA,117.5883,NA,306.8809,NA,14.23938,47899,0,"FENGYUN 1C DEB",819.0546,"0"
"9800",12526,1,NA,37413,"U",NA,99,25,"EGF",NA,19,94.05301,NA,2.12e-05,NA," 00000-0",NA," 70768-3",NA,0,NA,999,1,2,NA,37413,NA,98.6557,NA,26.3016,NA,78626,NA,311.7432,NA,47.7049,NA,14.36927,52138,0,"FENGYUN 1C DEB",775.6598,"0"
"9801",12532,1,NA,37420,"U",NA,99,25,"EGN",NA,19,93.90937,NA,1.04e-06,NA," 00000-0",NA," 10237-3",NA,0,NA,999,3,2,NA,37420,NA,98.9582,NA,133.435,NA,74728,NA,193.9634,NA,165.9464,NA,13.97228,52244,0,"FENGYUN 1C DEB",910.3981,"0"
"9802",12548,1,NA,37439,"U",NA,99,25,"EHH",NA,19,91.26874,NA,3.29e-06,NA,"0",NA,"22740",NA,0,NA,999,7,2,NA,37439,NA,99.19,NA,119.1191,NA,69551,NA,97.7107,NA,326.286,NA,14.05004,50749,0,"FENGYUN 1C DEB",883.5088,"0"
"9803",12563,1,NA,37460,"U",NA,99,25,"EJE",NA,19,93.8647,NA,5.38e-06,NA,"0",NA,"24633",NA,0,NA,999,0,2,NA,37460,NA,98.458,NA,324.8962,NA,77796,NA,318.4966,NA,41.0321,NA,14.23725,47549,0,"FENGYUN 1C DEB",819.7727,"0"
"9804",12576,1,NA,37477,"U",NA,99,25,"EJX",NA,19,92.33309,NA,3e-08,NA,"0",NA,"24758",NA,0,NA,999,2,2,NA,37477,NA,98.7791,NA,133.6601,NA,32099,NA,268.8824,NA,90.8671,NA,14.12923,47363,0,"FENGYUN 1C DEB",856.3777,"0"
"9805",12577,1,NA,37478,"U",NA,99,25,"EJY",NA,19,94.09696,NA,9.4e-06,NA," 00000-0",NA," 16692-2",NA,0,NA,999,6,2,NA,37478,NA,99.6447,NA,320.6556,NA,563887,NA,140.8369,NA,223.4984,NA,12.95366,43002,0,"FENGYUN 1C DEB",1287.283,"0"
"9806",12723,1,NA,37704,"U",NA,99,25,"ELV",NA,19,94.33167,NA,5.79e-06,NA," 00000-0",NA," 61559-3",NA,0,NA,999,6,2,NA,37704,NA,98.3566,NA,226.9205,NA,255377,NA,208.5305,NA,179.6091,NA,13.64348,44552,0,"FENGYUN 1C DEB",1026.918,"0"
"9807",12728,1,NA,37712,"U",NA,99,25,"EMD",NA,19,84.51196,NA,1.33e-06,NA,"0",NA,"66164",NA,0,NA,999,2,2,NA,37712,NA,98.6649,NA,181.5192,NA,87035,NA,1.0569,NA,62.1001,NA,14.2994,55326,0,"FENGYUN 1C DEB",798.923,"0"
"9808",12731,1,NA,37719,"U",NA,99,25,"EML",NA,19,87.05536,NA,4.47e-06,NA,"0",NA,"17194",NA,0,NA,999,2,2,NA,37719,NA,99.4621,NA,175.314,NA,62846,NA,182.755,NA,302.1051,NA,14.34792,50122,0,"FENGYUN 1C DEB",782.7478,"0"
"9809",12977,1,NA,38116,"U",NA,99,25,"EPM",NA,19,88.28677,NA,9.1e-07,NA,"0",NA,"71541",NA,0,NA,999,8,2,NA,38116,NA,98.9662,NA,121.227,NA,74216,NA,269.4704,NA,152.8507,NA,14.12718,49991,0,"FENGYUN 1C DEB",857.075,"0"
"9810",12988,1,NA,38131,"U",NA,99,25,"EQC",NA,19,93.09411,NA,1.53e-05,NA," 00000-0",NA," 98672-3",NA,0,NA,999,4,2,NA,38131,NA,97.9043,NA,208.0842,NA,130220,NA,233.6839,NA,125.2248,NA,14.0022,46583,0,"FENGYUN 1C DEB",900.0216,"0"
"9811",12998,1,NA,38144,"U",NA,99,25,"EQR",NA,19,65.2207,NA,4.17e-06,NA,"0",NA,"50660",NA,0,NA,999,7,2,NA,38144,NA,98.9806,NA,67.4318,NA,305304,NA,51.7819,NA,311.0389,NA,13.53031,51339,0,"FENGYUN 1C DEB",1068.114,"0"
"9812",13014,1,NA,38168,"U",NA,99,25,"ERR",NA,19,87.9722,NA,6.47e-06,NA,"0",NA,"35236",NA,0,NA,999,8,2,NA,38168,NA,98.912,NA,149.6049,NA,51353,NA,308.2195,NA,51.436,NA,14.15091,48108,0,"FENGYUN 1C DEB",848.9908,"0"
"9813",13253,1,NA,38497,"U",NA,99,25,"ESG",NA,19,92.89092,NA,1.58e-05,NA," 00000-0",NA," 43855-3",NA,0,NA,999,9,2,NA,38497,NA,98.6964,NA,121.1003,NA,76100,NA,147.2439,NA,213.3503,NA,14.4624,48288,0,"FENGYUN 1C DEB",744.9477,"0"
"9814",13254,1,NA,38499,"U",NA,99,25,"ESJ",NA,19,84.93681,NA,3.5e-06,NA,"0",NA,"37700",NA,0,NA,999,4,2,NA,38499,NA,98.3874,NA,256.7722,NA,245550,NA,221.833,NA,136.3822,NA,13.66823,42360,0,"FENGYUN 1C DEB",1017.986,"0"
"9815",13259,1,NA,38505,"U",NA,99,25,"ESQ",NA,19,80.12681,NA,1.34e-05,NA,"0",NA,"81928",NA,0,NA,999,2,2,NA,38505,NA,98.3467,NA,42.8363,NA,182661,NA,355.9402,NA,4.0273,NA,13.99449,50446,0,"FENGYUN 1C DEB",902.6932,"0"
"9816",13410,1,NA,38726,"U",NA,99,25,"ETT",NA,19,85.76964,NA,1.01e-05,NA,"0",NA,"43766",NA,0,NA,999,7,2,NA,38726,NA,99.2131,NA,273.1078,NA,89558,NA,119.0214,NA,241.9973,NA,14.24452,41391,0,"FENGYUN 1C DEB",817.3271,"0"
"9817",13449,1,NA,38789,"U",NA,99,25,"EUD",NA,19,91.6184,NA,1.96e-06,NA,"0",NA,"66184",NA,0,NA,999,2,2,NA,38789,NA,98.8248,NA,219.2329,NA,244788,NA,30.8075,NA,34.4854,NA,14.32603,44836,0,"FENGYUN 1C DEB",790.0355,"0"
"9818",13454,1,NA,38797,"U",NA,99,25,"EUM",NA,19,93.59423,NA,-2.8e-07,NA," 00000-0",NA," 19554-4",NA,0,NA,999,3,2,NA,38797,NA,99.5885,NA,10.1267,NA,248385,NA,316.9524,NA,41.2421,NA,13.59851,40124,0,"FENGYUN 1C DEB",1043.22,"0"
"9819",13457,1,NA,38801,"U",NA,99,25,"EUR",NA,19,91.14828,NA,2.81e-06,NA,"0",NA,"87309",NA,0,NA,999,2,2,NA,38801,NA,98.4468,NA,219.9719,NA,386739,NA,232.966,NA,254.5688,NA,14.13542,47190,0,"FENGYUN 1C DEB",854.267,"0"
"9820",13462,1,NA,38809,"U",NA,99,25,"EUZ",NA,19,90.36113,NA,3.4e-07,NA,"0",NA,"32133",NA,0,NA,999,5,2,NA,38809,NA,98.7996,NA,135.9714,NA,240364,NA,123.387,NA,239.0551,NA,14.12127,41481,0,"FENGYUN 1C DEB",859.0925,"0"
"9821",13596,1,NA,39112,"U",NA,99,25,"EVZ",NA,19,91.87371,NA,6.34e-06,NA,"0",NA,"24643",NA,0,NA,999,2,2,NA,39112,NA,99.1495,NA,340.6595,NA,47452,NA,99.93,NA,260.7243,NA,14.32996,32168,0,"FENGYUN 1C DEB",788.7248,"0"
"9822",14825,1,NA,41003,"U",NA,99,25,"EXH",NA,19,93.15076,NA,9.82e-06,NA," 00000-0",NA," 37337-3",NA,0,NA,999,1,2,NA,41003,NA,98.9696,NA,222.1822,NA,139989,NA,288.6012,NA,70.0009,NA,14.28187,25110,0,"FENGYUN 1C DEB",804.7896,"0"
"9823",14830,1,NA,41009,"U",NA,99,25,"EXP",NA,19,90.30198,NA,7.2e-06,NA,"0",NA,"36398",NA,0,NA,999,9,2,NA,41009,NA,99.2394,NA,267.7003,NA,19504,NA,283.5784,NA,76.3218,NA,14.19519,24073,0,"FENGYUN 1C DEB",833.9688,"0"
"9824",14836,1,NA,41016,"U",NA,99,25,"EXW",NA,19,92.59105,NA,6.4e-07,NA,"0",NA,"65703",NA,0,NA,999,0,2,NA,41016,NA,98.2643,NA,12.1729,NA,174124,NA,262.1067,NA,96.0303,NA,13.96564,25758,0,"FENGYUN 1C DEB",912.7058,"0"
"9825",15449,1,NA,41822,"U",NA,99,25,"EXZ",NA,19,93.13857,NA,4.51e-06,NA," 00000-0",NA," 26823-3",NA,0,NA,999,3,2,NA,41822,NA,98.9075,NA,153.8266,NA,62725,NA,351.3577,NA,8.6509,NA,14.11502,12778,0,"FENGYUN 1C DEB",861.2248,"0"
"9826",7281,1,NA,27431,"U",NA,2,24,"B  ",NA,19,94.87459,NA,-1e-07,NA," 00000-0",NA," 20589-4",NA,0,NA,999,8,2,NA,27431,NA,99.1121,NA,81.9088,NA,16260,NA,52.171,NA,308.0928,NA,14.09673,86892,0,"FENGYUN 1D",867.4805,"0"
"9827",6283,1,NA,24834,"U",NA,97,29,"A  ",NA,19,94.78383,NA,-7.6e-07,NA," 00000-0",NA," 00000+0",NA,0,NA,999,7,2,NA,24834,NA,14.2588,NA,25.0683,NA,96199,NA,176.0485,NA,2.3442,NA,0.9605038,7812,2,"FENGYUN 2A",37019.39,"0"
"9828",6553,1,NA,25611,"U",NA,97,29,"C  ",NA,19,93.14851,NA,-1.01e-06,NA,"0",NA,"0",NA,0,NA,999,0,2,NA,25611,NA,13.8922,NA,16.2095,NA,223693,NA,7.4463,NA,187.1519,NA,1.028775,2150,9,"FENGYUN 2A AKM",35077.89,"0"
"9829",16728,1,NA,43355,"U",NA,97,29,"D  ",NA,19,89.33845,NA,-1.41e-06,NA,"0",NA,"0",NA,0,NA,999,0,2,NA,43355,NA,14.5001,NA,18.8148,NA,149451,NA,323.3289,NA,35.6359,NA,1.003383,1617,1,"FENGYUN 2A DEB",35774.23,"0"
"9830",6915,1,NA,26382,"U",NA,0,32,"A  ",NA,19,93.80327,NA,-2.35e-06,NA,"0",NA,"0",NA,0,NA,999,8,2,NA,26382,NA,10.6919,NA,34.9719,NA,6500,NA,288.9634,NA,79.8317,NA,1.000758,6859,3,"FENGYUN 2B",35847.89,"0"
"9831",6946,1,NA,26460,"U",NA,0,32,"C  ",NA,19,93.39718,NA,9.2e-07,NA,"0",NA,"0",NA,0,NA,999,3,2,NA,26460,NA,12.9864,NA,26.7958,NA,28449,NA,331.869,NA,27.9574,NA,1.001374,9582,2,"FENGYUN 2B AKM",35830.58,"0"
"9832",7733,1,NA,28451,"U",NA,4,42,"A  ",NA,19,94.28454,NA,-1.39e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,9,2,NA,28451,NA,8.3545,NA,46.8485,NA,8404,NA,299.9719,NA,260.2275,NA,0.980837,5258,8,"FENGYUN 2C",36417.64,"0"
"9833",7750,1,NA,28491,"U",NA,4,42,"C  ",NA,19,93.84709,NA,-2.71e-06,NA,"0",NA,"0",NA,0,NA,999,3,2,NA,28491,NA,9.7803,NA,36.2624,NA,26303,NA,278.6789,NA,100.2074,NA,1.013424,5294,5,"FENGYUN 2C AKM",35495.39,"0"
"9834",14155,1,NA,40000,"U",NA,4,42,"D  ",NA,19,93.45047,NA,1.23e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,3,2,NA,40000,NA,9.9445,NA,36.715,NA,80727,NA,9.7232,NA,350.4222,NA,1.002693,3702,4,"FENGYUN 2C DEB",35793.58,"0"
"9835",8155,1,NA,29640,"U",NA,6,53,"A  ",NA,19,94.78944,NA,-1.7e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,6,2,NA,29640,NA,6.0814,NA,54.5611,NA,12280,NA,323.1236,NA,63.511,NA,0.9819471,4516,5,"FENGYUN 2D",36385.38,"0"
"9836",8156,1,NA,29642,"U",NA,6,53,"C  ",NA,19,94.58584,NA,-1.5e-07,NA," 00000-0",NA," 00000+0",NA,0,NA,999,0,2,NA,29642,NA,7.0974,NA,55.1329,NA,107650,NA,344.4073,NA,26.3721,NA,0.9935672,4471,7,"FENGYUN 2D AKM",36051.36,"0"
"9837",10377,1,NA,33458,"U",NA,6,53,"D  ",NA,19,83.83045,NA,-2.25e-06,NA,"0",NA,"0",NA,0,NA,999,7,2,NA,33458,NA,7.0303,NA,54.7276,NA,82627,NA,329.6696,NA,183.2157,NA,1.002714,3884,0,"FENGYUN 2D DEB",35792.98,"0"
"9838",10382,1,NA,33463,"U",NA,8,66,"A  ",NA,19,94.74208,NA,-2.01e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,3,2,NA,33463,NA,3.4484,NA,69.2245,NA,4500,NA,270.8674,NA,206.1928,NA,1.002648,3771,5,"FENGYUN 2E",35794.82,"0"
"9839",10384,1,NA,33465,"U",NA,8,66,"C  ",NA,19,92.93867,NA,-2.04e-06,NA,"0",NA,"0",NA,0,NA,999,5,2,NA,33465,NA,4.8344,NA,58.8855,NA,38205,NA,259.3654,NA,100.3456,NA,1.020967,2066,3,"FENGYUN 2E AKM",35288.93,"0"
"9840",14810,1,NA,40987,"U",NA,8,66,"D  ",NA,19,94.31387,NA,-4.16e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,8,2,NA,40987,NA,5.0404,NA,58.8543,NA,140909,NA,291.4369,NA,67.1833,NA,1.003304,3606,2,"FENGYUN 2E DEB",35776.46,"0"
"9841",12938,1,NA,38049,"U",NA,12,2,"A  ",NA,19,94.81893,NA,-3.61e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,7,2,NA,38049,NA,1.0805,NA,81.0306,NA,2053,NA,50.3373,NA,108.262,NA,1.002631,2651,0,"FENGYUN 2F",35795.3,"0"
"9842",12957,1,NA,38072,"U",NA,12,2,"C  ",NA,19,94.73379,NA,1.01e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,3,2,NA,38072,NA,3.0684,NA,77.2037,NA,56605,NA,148.4719,NA,276.8344,NA,0.9939195,2607,7,"FENGYUN 2F AKM",36041.33,"0"
"9843",16762,1,NA,43396,"U",NA,12,2,"D  ",NA,19,93.36385,NA,-4.21e-06,NA,"0",NA,"0",NA,0,NA,999,6,2,NA,43396,NA,3.0745,NA,77.4104,NA,156258,NA,229.3504,NA,129.6604,NA,1.002938,1637,6,"FENGYUN 2F DEB",35786.71,"0"
"9844",14410,1,NA,40367,"U",NA,14,90,"A  ",NA,19,94.88531,NA,-3.07e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,6,2,NA,40367,NA,1.0667,NA,102.7445,NA,1955,NA,313.8771,NA,194.4965,NA,1.002768,1566,3,"FENGYUN 2G",35791.47,"0"
"9845",14412,1,NA,40369,"U",NA,14,90,"C  ",NA,19,94.12495,NA,1.01e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,7,2,NA,40369,NA,1.0281,NA,103.3033,NA,39491,NA,94.0705,NA,267.8457,NA,0.9958344,1548,7,"FENGYUN 2G AKM",35986.95,"0"
"9846",16962,1,NA,43646,"U",NA,14,90,"D  ",NA,19,93.47616,NA,-3.71e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,7,2,NA,43646,NA,1.0619,NA,102.7836,NA,117462,NA,186.8833,NA,174.3646,NA,1.00278,1531,3,"FENGYUN 2G DEB",35791.14,"0"
"9847",16834,1,NA,43491,"U",NA,18,50,"A  ",NA,19,94.88741,NA,-1.34e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,3,2,NA,43491,NA,1.6793,NA,282.7984,NA,2135,NA,230.6712,NA,77.8832,NA,1.002699,313,1,"FENGYUN 2H",35793.41,"0"
"9848",16836,1,NA,43497,"U",NA,18,50,"C  ",NA,19,94.57665,NA,1.2e-07,NA," 00000-0",NA," 00000+0",NA,0,NA,999,3,2,NA,43497,NA,1.7332,NA,282.4186,NA,87159,NA,67.5365,NA,292.5266,NA,1.000557,297,1,"FENGYUN 2H AKM",35853.54,"0"
"9849",16961,1,NA,43645,"U",NA,18,50,"D  ",NA,19,93.06052,NA,-3.4e-07,NA,"0",NA,"0",NA,0,NA,999,8,2,NA,43645,NA,1.6811,NA,282.9405,NA,20186,NA,348.3039,NA,10.7922,NA,1.002238,252,0,"FENGYUN 2H DEB",35806.32,"0"
"9850",10286,1,NA,32958,"U",NA,8,26,"A  ",NA,19,94.87084,NA,4e-07,NA," 00000-0",NA," 38739-4",NA,0,NA,999,3,2,NA,32958,NA,98.3803,NA,99.198,NA,8693,NA,162.971,NA,197.1759,NA,14.186,56250,4,"FENGYUN 3A",837.0824,"0"
"9851",12434,1,NA,37214,"U",NA,10,59,"A  ",NA,19,94.81661,NA,6e-08,NA," 00000-0",NA," 25961-4",NA,0,NA,999,2,2,NA,37214,NA,98.9916,NA,66.1443,NA,18238,NA,73.6594,NA,286.6585,NA,14.15911,43546,9,"FENGYUN 3B",846.2046,"0"
"9852",13690,1,NA,39260,"U",NA,13,52,"A  ",NA,19,94.78602,NA,-2e-08,NA," 00000-0",NA," 20360-4",NA,0,NA,999,5,2,NA,39260,NA,98.6118,NA,156.1913,NA,11786,NA,43.7347,NA,316.4759,NA,14.15864,28640,8,"FENGYUN 3C",846.3659,"0"
"9853",16435,1,NA,43010,"U",NA,17,72,"A  ",NA,19,94.81156,NA,-2.2e-07,NA," 00000-0",NA," 10082-4",NA,0,NA,999,1,2,NA,43010,NA,98.7075,NA,35.2956,NA,463,NA,322.8436,NA,37.2713,NA,14.19717,7181,2,"FENGYUN 3D",833.2997,"0"
"9854",15503,1,NA,41882,"U",NA,16,77,"A  ",NA,19,94.88546,NA,-3.36e-06,NA," 00000-0",NA," 00000+0",NA,0,NA,999,1,2,NA,41882,NA,0.2217,NA,286.4611,NA,5255,NA,218.145,NA,111.604,NA,1.002718,860,2,"FENGYUN 4A",35792.87,"0"
"9855",14416,1,NA,40377,"U",NA,15,3,"B  ",NA,19,94.76965,NA,3.74e-05,NA," 00000-0",NA," 15113-3",NA,0,NA,999,0,2,NA,40377,NA,99.106,NA,59.7223,NA,127622,NA,340.6285,NA,19.0116,NA,15.18464,23055,9,"FIREBIRD 3",517.4785,"0"
"9856",14417,1,NA,40378,"U",NA,15,3,"C  ",NA,19,94.82299,NA,3.5e-05,NA," 00000-0",NA," 14126-3",NA,0,NA,999,3,2,NA,40378,NA,99.1064,NA,59.8589,NA,127850,NA,340.3341,NA,19.2981,NA,15.1847,23056,8,"FIREBIRD 4",517.4612,"0"
"9857",13797,1,NA,39439,"U",NA,13,66,"Z  ",NA,19,93.8639,NA,3.7e-06,NA," 00000-0",NA," 51849-4",NA,0,NA,999,8,2,NA,39439,NA,97.5752,NA,111.2929,NA,63847,NA,283.8219,NA,75.5896,NA,14.81761,28971,3,"FIRST-MOVE",630.7648,"0"
"9858",14175,1,NA,40027,"U",NA,14,33,"T  ",NA,19,94.32247,NA,5.91e-06,NA," 00000-0",NA," 67735-4",NA,0,NA,999,1,2,NA,40027,NA,97.9254,NA,17.3303,NA,11627,NA,311.116,NA,48.9053,NA,14.89693,26016,7,"FLOCK 1C 1",605.8901,"0"
"9859",14171,1,NA,40023,"U",NA,14,33,"P  ",NA,19,94.78358,NA,5.77e-06,NA," 00000-0",NA," 66298-4",NA,0,NA,999,9,2,NA,40023,NA,97.9229,NA,17.342,NA,11694,NA,312.5781,NA,47.4448,NA,14.89637,26022,5,"FLOCK 1C 10",606.0636,"0"
"9860",14181,1,NA,40033,"U",NA,14,33,"Z  ",NA,19,94.15753,NA,2.31e-06,NA," 00000-0",NA," 29341-4",NA,0,NA,999,3,2,NA,40033,NA,97.9317,NA,19.9164,NA,10798,NA,295.3823,NA,64.6276,NA,14.90785,26029,5,"FLOCK 1C 11",602.4811,"0"
"9861",14177,1,NA,40029,"U",NA,14,33,"V  ",NA,19,94.20277,NA,5.63e-06,NA," 00000-0",NA," 64652-4",NA,0,NA,999,1,2,NA,40029,NA,97.9241,NA,17.0184,NA,12884,NA,309.2698,NA,50.7375,NA,14.89728,26014,0,"FLOCK 1C 2",605.7795,"0"
"9862",14189,1,NA,40041,"U",NA,14,33,"AH ",NA,19,94.13437,NA,5.62e-06,NA," 00000-0",NA," 64971-4",NA,0,NA,999,4,2,NA,40041,NA,97.9265,NA,17.1276,NA,11845,NA,298.5939,NA,61.4086,NA,14.89497,26010,8,"FLOCK 1C 3",606.4993,"0"
